hash	N	probL	probR	probU	probD	rt	rtL	rtR	rtU	rtD	world	actionstaken	square	existsL	existsR	existsU	existsD	Nr	Sr	Nl	Sl	Nu	Su	Nd	Sd
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	24	0	0.4166666667	0	0.5833333333	900	NA	1132	NA	812.5	garden	2	D	TRUE	TRUE	FALSE	TRUE	2	1	0	0	0	0	2	1
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);	10	0	1	0	0	554.5	NA	554.5	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	10	0	0	1	0	791	NA	NA	791	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	10	0	0	1	0	359	NA	NA	359	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);	14	0	0	0	1	414.5	NA	NA	NA	414.5	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	14	0	0	1	0	796	NA	NA	796	NA	garden	1	O	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);	14	0	0	1	0	351	NA	NA	351	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);	14	0	1	0	0	401	NA	401	NA	NA	garden	1	N	TRUE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);	14	0	1	0	0	460	NA	460	NA	NA	garden	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	14	0	0	1	0	675	NA	NA	675	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);p(7,1);	14	0	0	1	0	413.5	NA	NA	413.5	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);	13	0.0769230769	0.9230769231	0	0	484	1418	473	NA	NA	garden	2	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	12	0	0	1	0	734	NA	NA	734	NA	garden	1	G	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
garden p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);p(7,1);	12	0	0	1	0	420	NA	NA	420	NA	garden	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);	122	0	1	0	0	1350	NA	1350	NA	NA	lab	1	X	FALSE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);	126	0	1	0	0	447	NA	447	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);	126	0	0	0	1	842	NA	NA	NA	842	lab	1	O	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);	126	0	0	0	1	512.5	NA	NA	NA	512.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);	125	0.28	0.464	0.008	0.248	1544	1352	1980.5	11	1489	lab	4	D	TRUE	TRUE	TRUE	TRUE	4	1	2	1	0	0	2	2
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);	59	0	1	0	0	456	NA	456	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);	59	0.9322033898	0	0.0338983051	0.0338983051	1188	1188	NA	1022	1411.5	lab	3	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);	55	1	0	0	0	461	461	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);	55	0.6909090909	0	0	0.3090909091	635	652.5	NA	NA	566	lab	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);	38	1	0	0	0	446	446	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	38	0	0	0	1	813.5	NA	NA	NA	813.5	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	38	0	0	0	1	351.5	NA	NA	NA	351.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);	31	0	0	0.0322580645	0.9677419355	489	NA	NA	683	484.5	lab	2	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	30	0	0	0	1	480.5	NA	NA	NA	480.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);	30	0	0.5666666667	0	0.4333333333	862.5	NA	1010	NA	688	lab	2	D	FALSE	TRUE	TRUE	TRUE	1	1	0	0	4	4	2	1
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);	17	0	1	0	0	378	NA	378	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);	17	0	0	0	1	753	NA	NA	NA	753	lab	1	D	TRUE	FALSE	FALSE	TRUE	0	0	2	3	0	0	1	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);	17	0	0.0588235294	0.9411764706	0	787	NA	591	821.5	NA	lab	2	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);	16	1	0	0	0	355	355	NA	NA	NA	lab	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);	16	1	0	0	0	376	376	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);	16	0	0	0	1	464.5	NA	NA	NA	464.5	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);	16	0	0	0	1	426.5	NA	NA	NA	426.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);	16	1	0	0	0	1020	1020	NA	NA	NA	lab	1	D	TRUE	FALSE	TRUE	FALSE	0	0	1	1	4	6	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);	16	1	0	0	0	376	376	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	16	0	0.8125	0.1875	0	974.5	NA	1017	288	NA	lab	2	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);	13	0	1	0	0	352	NA	352	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);	13	0	0	1	0	567	NA	NA	567	NA	lab	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);	13	0	0	1	0	437	NA	NA	437	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);	13	0	0	1	0	536	NA	NA	536	NA	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);	13	0	0	1	0	514	NA	NA	514	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);	13	0	0	1	0	441	NA	NA	441	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);	13	0.4615384615	0.5384615385	0	0	500	610	496	NA	NA	lab	2	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);	7	0	1	0	0	465	NA	465	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);	7	1	0	0	0	1304	1304	NA	NA	NA	lab	1	O	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);	7	1	0	0	0	362	362	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);	7	1	0	0	0	415	415	NA	NA	NA	lab	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);	7	1	0	0	0	350	350	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);	7	0	0	0	1	703	NA	NA	NA	703	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(1,2);p(0,2);p(0,3);	7	0	0	0	1	449	NA	NA	NA	449	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);	35	1	0	0	0	471	471	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);	35	0	0	0	1	801	NA	NA	NA	801	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(1,2);p(0,2);p(0,3);	35	0	0	0	1	446	NA	NA	NA	446	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);	17	0	0	0	1	488	NA	NA	NA	488	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);	17	0	0	0	1	456	NA	NA	NA	456	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);	17	0	0.6470588235	0	0.3529411765	1022	NA	856	NA	1459.5	lab	2	D	FALSE	TRUE	TRUE	TRUE	1	1	0	0	2	4	2	1
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);	6	0	0	0	1	474.5	NA	NA	NA	474.5	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);	6	1	0	0	0	1455.5	1455.5	NA	NA	NA	lab	1	D	TRUE	FALSE	TRUE	FALSE	0	0	1	1	1	3	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);	6	1	0	0	0	476	476	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);	6	0	1	0	0	1430	NA	1430	NA	NA	lab	1	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);	6	0	1	0	0	372.5	NA	372.5	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);	6	0	0	1	0	421.5	NA	NA	421.5	NA	lab	1	N	TRUE	FALSE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);	6	0	0	1	0	379.5	NA	NA	379.5	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);	6	0	0.8333333333	0.1666666667	0	412	NA	450	374	NA	lab	2	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);	5	0	1	0	0	391	NA	391	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);	5	0	0	0	1	677	NA	NA	NA	677	lab	1	D	TRUE	FALSE	FALSE	TRUE	0	0	2	6	0	0	1	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);	5	0	0	1	0	838	NA	NA	838	NA	lab	1	O	FALSE	TRUE	TRUE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);	5	1	0	0	0	327	327	NA	NA	NA	lab	1	N	TRUE	FALSE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);	5	1	0	0	0	364	364	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);	5	0	0	1	0	399	NA	NA	399	NA	lab	1	N	FALSE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);	5	0	0	1	0	360	NA	NA	360	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);	5	0	0	1	0	384	NA	NA	384	NA	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);	5	1	0	0	0	382	382	NA	NA	NA	lab	1	N	TRUE	TRUE	TRUE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);	5	1	0	0	0	506	506	NA	NA	NA	lab	1	N	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);	5	0	0	0	1	799	NA	NA	NA	799	lab	1	G	FALSE	TRUE	FALSE	TRUE	0	0	0	0	0	0	0	0
lab p(0,0);p(1,0);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(3,2);p(2,2);p(2,3);p(2,4);p(2,5);p(2,6);p(2,7);p(1,7);p(0,7);p(1,7);p(2,7);p(2,6);p(2,5);p(3,5);p(4,5);p(4,6);p(4,5);p(3,5);p(2,5);p(2,4);p(2,3);p(2,2);p(1,2);p(0,2);p(0,3);	5	0	0	0	1	330	NA	NA	NA	330	lab	1	N	FALSE	FALSE	TRUE	TRUE	0	0	0	0	0	0	0	0
