	world	node	child	value	prob	N	hash	dv_0.0	dv_0.01	dv_0.02	dv_0.03	dv_0.04	dv_0.05	dv_0.06	dv_0.07	dv_0.08	dv_0.09	dv_0.1	dv_0.11	dv_0.12	dv_0.13	dv_0.14	dv_0.15	dv_0.16	dv_0.17	dv_0.18	dv_0.19	dv_0.2	dv_0.21	dv_0.22	dv_0.23	dv_0.24	dv_0.25	dv_0.26	dv_0.27	dv_0.28	dv_0.29	dv_0.3	dv_0.31	dv_0.32	dv_0.33	dv_0.34	dv_0.35	dv_0.36	dv_0.37	dv_0.38	dv_0.39	dv_0.4	dv_0.41	dv_0.42	dv_0.43	dv_0.44	dv_0.45	dv_0.46	dv_0.47	dv_0.48	dv_0.49	dv_0.5	dv_0.51	dv_0.52	dv_0.53	dv_0.54	dv_0.55	dv_0.56	dv_0.57	dv_0.58	dv_0.59	dv_0.6	dv_0.61	dv_0.62	dv_0.63	dv_0.64	dv_0.65	dv_0.66	dv_0.67	dv_0.68	dv_0.69	dv_0.7	dv_0.71	dv_0.72	dv_0.73	dv_0.74	dv_0.75	dv_0.76	dv_0.77	dv_0.78	dv_0.79	dv_0.8	dv_0.81	dv_0.82	dv_0.83	dv_0.84	dv_0.85	dv_0.86	dv_0.87	dv_0.88	dv_0.89	dv_0.9	dv_0.91	dv_0.92	dv_0.93	dv_0.94	dv_0.95	dv_0.96	dv_0.97	dv_0.98	dv_0.99
181	ikea	N5861572	N8432610	27.3	0.3333333333	3	ikea N5861572	14.3	14.43	14.56	14.69	14.82	14.95	15.08	15.21	15.34	15.47	15.6	15.73	15.86	15.99	16.12	16.25	16.38	16.51	16.64	16.77	16.9	17.03	17.16	17.29	17.42	17.55	17.68	17.81	17.94	18.07	18.2	18.33	18.46	18.59	18.72	18.85	18.98	19.11	19.24	19.37	19.5	19.63	19.76	19.89	20.02	20.15	20.28	20.41	20.54	20.67	20.8	20.93	21.06	21.19	21.32	21.45	21.58	21.71	21.84	21.97	22.1	22.23	22.36	22.49	22.62	22.75	22.88	23.01	23.14	23.27	23.4	23.53	23.66	23.79	23.92	24.05	24.18	24.31	24.44	24.57	24.7	24.83	24.96	25.09	25.22	25.35	25.48	25.61	25.74	25.87	26.0	26.13	26.26	26.39	26.52	26.65	26.78	26.91	27.04	27.17
191	ikea	N9299941	N4612840	24.900002	1.0	1	ikea N9299941	8.2	8.367	8.534	8.701	8.868	9.035	9.202	9.369	9.536	9.703	9.87	10.037	10.204	10.371	10.538	10.705	10.872	11.039	11.206	11.373	11.54	11.707	11.874	12.041	12.208	12.375	12.542	12.709	12.876	13.043	13.21	13.377	13.544	13.711	13.878	14.045	14.212	14.379	14.546	14.713	14.88	15.047	15.214	15.381	15.548	15.715	15.882	16.049	16.216	16.383	16.55	16.717	16.884	17.051	17.218	17.385	17.552	17.719	17.886	18.053	18.22	18.387	18.554	18.721	18.888	19.055	19.222	19.389	19.556	19.723	19.89	20.057	20.224	20.391	20.558	20.725	20.892	21.059	21.226	21.393	21.56	21.727	21.894	22.061	22.228	22.395	22.562	22.729	22.896	23.063	23.23	23.397	23.564	23.731	23.898	24.065	24.232	24.399	24.566	24.733
79	ikea	N1448237	N234416	19.785715	0.1489361702	47	ikea N1448237	1.786	1.966	2.146	2.326	2.506	2.686	2.866	3.046	3.226	3.406	3.586	3.766	3.946	4.126	4.306	4.486	4.666	4.846	5.026	5.206	5.386	5.566	5.746	5.926	6.106	6.286	6.466	6.646	6.826	7.006	7.186	7.366	7.546	7.726	7.906	8.086	8.266	8.446	8.626	8.806	8.986	9.166	9.346	9.526	9.706	9.886	10.066	10.246	10.426	10.606	10.786	10.966	11.146	11.326	11.506	11.686	11.866	12.046	12.226	12.406	12.586	12.766	12.946	13.126	13.306	13.486	13.666	13.846	14.026	14.206	14.386	14.566	14.746	14.926	15.106	15.286	15.466	15.646	15.826	16.006	16.186	16.366	16.546	16.726	16.906	17.086	17.266	17.446	17.626	17.806	17.986	18.166	18.346	18.526	18.706	18.886	19.066	19.246	19.426	19.606
78	ikea	N1448237	N2396034	18.785713	0.042553191500000004	47	ikea N1448237	5.929	6.057	6.186	6.314	6.443	6.571	6.7	6.829	6.957	7.086	7.214	7.343	7.471	7.6	7.729	7.857	7.986	8.114	8.243	8.371	8.5	8.629	8.757	8.886	9.014	9.143	9.271	9.4	9.529	9.657	9.786	9.914	10.043	10.171	10.3	10.429	10.557	10.686	10.814	10.943	11.071	11.2	11.329	11.457	11.586	11.714	11.843	11.971	12.1	12.229	12.357	12.486	12.614	12.743	12.871	13.0	13.129	13.257	13.386	13.514	13.643	13.771	13.9	14.029	14.157	14.286	14.414	14.543	14.671	14.8	14.929	15.057	15.186	15.314	15.443	15.571	15.7	15.829	15.957	16.086	16.214	16.343	16.471	16.6	16.729	16.857	16.986	17.114	17.243	17.371	17.5	17.629	17.757	17.886	18.014	18.143	18.271	18.4	18.529	18.657
77	ikea	N1448237	N4631048	18.357143	0.8085106383	47	ikea N1448237	1.643	1.81	1.977	2.144	2.311	2.479	2.646	2.813	2.98	3.147	3.314	3.481	3.649	3.816	3.983	4.15	4.317	4.484	4.651	4.819	4.986	5.153	5.32	5.487	5.654	5.821	5.989	6.156	6.323	6.49	6.657	6.824	6.991	7.159	7.326	7.493	7.66	7.827	7.994	8.161	8.329	8.496	8.663	8.83	8.997	9.164	9.331	9.499	9.666	9.833	10.0	10.167	10.334	10.501	10.669	10.836	11.003	11.17	11.337	11.504	11.671	11.839	12.006	12.173	12.34	12.507	12.674	12.841	13.009	13.176	13.343	13.51	13.677	13.844	14.011	14.179	14.346	14.513	14.68	14.847	15.014	15.181	15.349	15.516	15.683	15.85	16.017	16.184	16.351	16.519	16.686	16.853	17.02	17.187	17.354	17.521	17.689	17.856	18.023	18.19
180	ikea	N5861572	N4207326	24.5	0.6666666667	3	ikea N5861572	7.8	7.967	8.134	8.301	8.468	8.635	8.802	8.969	9.136	9.303	9.47	9.637	9.804	9.971	10.138	10.305	10.472	10.639	10.806	10.973	11.14	11.307	11.474	11.641	11.808	11.975	12.142	12.309	12.476	12.643	12.81	12.977	13.144	13.311	13.478	13.645	13.812	13.979	14.146	14.313	14.48	14.647	14.814	14.981	15.148	15.315	15.482	15.649	15.816	15.983	16.15	16.317	16.484	16.651	16.818	16.985	17.152	17.319	17.486	17.653	17.82	17.987	18.154	18.321	18.488	18.655	18.822	18.989	19.156	19.323	19.49	19.657	19.824	19.991	20.158	20.325	20.492	20.659	20.826	20.993	21.16	21.327	21.494	21.661	21.828	21.995	22.162	22.329	22.496	22.663	22.83	22.997	23.164	23.331	23.498	23.665	23.832	23.999	24.166	24.333
192	ikea	N9299941	N1515191	27.3	0.0	1	ikea N9299941	14.3	14.43	14.56	14.69	14.82	14.95	15.08	15.21	15.34	15.47	15.6	15.73	15.86	15.99	16.12	16.25	16.38	16.51	16.64	16.77	16.9	17.03	17.16	17.29	17.42	17.55	17.68	17.81	17.94	18.07	18.2	18.33	18.46	18.59	18.72	18.85	18.98	19.11	19.24	19.37	19.5	19.63	19.76	19.89	20.02	20.15	20.28	20.41	20.54	20.67	20.8	20.93	21.06	21.19	21.32	21.45	21.58	21.71	21.84	21.97	22.1	22.23	22.36	22.49	22.62	22.75	22.88	23.01	23.14	23.27	23.4	23.53	23.66	23.79	23.92	24.05	24.18	24.31	24.44	24.57	24.7	24.83	24.96	25.09	25.22	25.35	25.48	25.61	25.74	25.87	26.0	26.13	26.26	26.39	26.52	26.65	26.78	26.91	27.04	27.17
172	ikea	N5268104	N386561	23.5	1.0	2	ikea N5268104	19.167	19.21	19.253	19.297	19.34	19.383	19.427	19.47	19.513	19.557	19.6	19.643	19.687	19.73	19.773	19.817	19.86	19.903	19.947	19.99	20.033	20.077	20.12	20.163	20.207	20.25	20.293	20.337	20.38	20.423	20.467	20.51	20.553	20.597	20.64	20.683	20.727	20.77	20.813	20.857	20.9	20.943	20.987	21.03	21.073	21.117	21.16	21.203	21.247	21.29	21.333	21.377	21.42	21.463	21.507	21.55	21.593	21.637	21.68	21.723	21.767	21.81	21.853	21.897	21.94	21.983	22.027	22.07	22.113	22.157	22.2	22.243	22.287	22.33	22.373	22.417	22.46	22.503	22.547	22.59	22.633	22.677	22.72	22.763	22.807	22.85	22.893	22.937	22.98	23.023	23.067	23.11	23.153	23.197	23.24	23.283	23.327	23.37	23.413	23.457
173	ikea	N5268104	N7542936	26.5	0.0	2	ikea N5268104	8.167	8.35	8.533	8.717	8.9	9.083	9.267	9.45	9.633	9.817	10.0	10.183	10.367	10.55	10.733	10.917	11.1	11.283	11.467	11.65	11.833	12.017	12.2	12.383	12.567	12.75	12.933	13.117	13.3	13.483	13.667	13.85	14.033	14.217	14.4	14.583	14.767	14.95	15.133	15.317	15.5	15.683	15.867	16.05	16.233	16.417	16.6	16.783	16.967	17.15	17.333	17.517	17.7	17.883	18.067	18.25	18.433	18.617	18.8	18.983	19.167	19.35	19.533	19.717	19.9	20.083	20.267	20.45	20.633	20.817	21.0	21.183	21.367	21.55	21.733	21.917	22.1	22.283	22.467	22.65	22.833	23.017	23.2	23.383	23.567	23.75	23.933	24.117	24.3	24.483	24.667	24.85	25.033	25.217	25.4	25.583	25.767	25.95	26.133	26.317
143	lab	N7839123	N6747577	22.142857	0.7	20	lab N7839123	2.0	2.201	2.403	2.604	2.806	3.007	3.209	3.41	3.611	3.813	4.014	4.216	4.417	4.619	4.82	5.021	5.223	5.424	5.626	5.827	6.029	6.23	6.431	6.633	6.834	7.036	7.237	7.439	7.64	7.841	8.043	8.244	8.446	8.647	8.849	9.05	9.251	9.453	9.654	9.856	10.057	10.259	10.46	10.661	10.863	11.064	11.266	11.467	11.669	11.87	12.071	12.273	12.474	12.676	12.877	13.079	13.28	13.481	13.683	13.884	14.086	14.287	14.489	14.69	14.891	15.093	15.294	15.496	15.697	15.899	16.1	16.301	16.503	16.704	16.906	17.107	17.309	17.51	17.711	17.913	18.114	18.316	18.517	18.719	18.92	19.121	19.323	19.524	19.726	19.927	20.129	20.33	20.531	20.733	20.934	21.136	21.337	21.539	21.74	21.941
142	lab	N7839123	N3878758	21.857143	0.3	20	lab N7839123	4.143	4.32	4.497	4.674	4.851	5.029	5.206	5.383	5.56	5.737	5.914	6.091	6.269	6.446	6.623	6.8	6.977	7.154	7.331	7.509	7.686	7.863	8.04	8.217	8.394	8.571	8.749	8.926	9.103	9.28	9.457	9.634	9.811	9.989	10.166	10.343	10.52	10.697	10.874	11.051	11.229	11.406	11.583	11.76	11.937	12.114	12.291	12.469	12.646	12.823	13.0	13.177	13.354	13.531	13.709	13.886	14.063	14.24	14.417	14.594	14.771	14.949	15.126	15.303	15.48	15.657	15.834	16.011	16.189	16.366	16.543	16.72	16.897	17.074	17.251	17.429	17.606	17.783	17.96	18.137	18.314	18.491	18.669	18.846	19.023	19.2	19.377	19.554	19.731	19.909	20.086	20.263	20.44	20.617	20.794	20.971	21.149	21.326	21.503	21.68
207	lab	N9798875	N8488385	31.2	0.0	5	lab N9798875	10.6	10.806	11.012	11.218	11.424	11.63	11.836	12.042	12.248	12.454	12.66	12.866	13.072	13.278	13.484	13.69	13.896	14.102	14.308	14.514	14.72	14.926	15.132	15.338	15.544	15.75	15.956	16.162	16.368	16.574	16.78	16.986	17.192	17.398	17.604	17.81	18.016	18.222	18.428	18.634	18.84	19.046	19.252	19.458	19.664	19.87	20.076	20.282	20.488	20.694	20.9	21.106	21.312	21.518	21.724	21.93	22.136	22.342	22.548	22.754	22.96	23.166	23.372	23.578	23.784	23.99	24.196	24.402	24.608	24.814	25.02	25.226	25.432	25.638	25.844	26.05	26.256	26.462	26.668	26.874	27.08	27.286	27.492	27.698	27.904	28.11	28.316	28.522	28.728	28.934	29.14	29.346	29.552	29.758	29.964	30.17	30.376	30.582	30.788	30.994
208	lab	N239923	N1797478	28.833332000000002	0.2941176471	17	lab N239923	18.333	18.438	18.543	18.648	18.753	18.858	18.963	19.068	19.173	19.278	19.383	19.488	19.593	19.698	19.803	19.908	20.013	20.118	20.223	20.328	20.433	20.538	20.643	20.748	20.853	20.958	21.063	21.168	21.273	21.378	21.483	21.588	21.693	21.798	21.903	22.008	22.113	22.218	22.323	22.428	22.533	22.638	22.743	22.848	22.953	23.058	23.163	23.268	23.373	23.478	23.583	23.688	23.793	23.898	24.003	24.108	24.213	24.318	24.423	24.528	24.633	24.738	24.843	24.948	25.053	25.158	25.263	25.368	25.473	25.578	25.683	25.788	25.893	25.998	26.103	26.208	26.313	26.418	26.523	26.628	26.733	26.838	26.943	27.048	27.153	27.258	27.363	27.468	27.573	27.678	27.783	27.888	27.993	28.098	28.203	28.308	28.413	28.518	28.623	28.728
209	lab	N239923	N9684539	30.166664	0.7058823529000001	17	lab N239923	9.167	9.377	9.587	9.797	10.007	10.217	10.427	10.637	10.847	11.057	11.267	11.477	11.687	11.897	12.107	12.317	12.527	12.737	12.947	13.157	13.367	13.577	13.787	13.997	14.207	14.417	14.627	14.837	15.047	15.257	15.467	15.677	15.887	16.097	16.307	16.517	16.727	16.937	17.147	17.357	17.567	17.777	17.987	18.197	18.407	18.617	18.827	19.037	19.247	19.457	19.667	19.877	20.087	20.297	20.507	20.717	20.927	21.137	21.347	21.557	21.767	21.977	22.187	22.397	22.607	22.817	23.027	23.237	23.447	23.657	23.867	24.077	24.287	24.497	24.707	24.917	25.127	25.337	25.547	25.757	25.967	26.177	26.387	26.597	26.807	27.017	27.227	27.437	27.647	27.857	28.067	28.277	28.487	28.697	28.907	29.117	29.327	29.537	29.747	29.957
210	lab	N3936820	N4841925	28.833332000000002	0.2666666667	30	lab N3936820	18.333	18.438	18.543	18.648	18.753	18.858	18.963	19.068	19.173	19.278	19.383	19.488	19.593	19.698	19.803	19.908	20.013	20.118	20.223	20.328	20.433	20.538	20.643	20.748	20.853	20.958	21.063	21.168	21.273	21.378	21.483	21.588	21.693	21.798	21.903	22.008	22.113	22.218	22.323	22.428	22.533	22.638	22.743	22.848	22.953	23.058	23.163	23.268	23.373	23.478	23.583	23.688	23.793	23.898	24.003	24.108	24.213	24.318	24.423	24.528	24.633	24.738	24.843	24.948	25.053	25.158	25.263	25.368	25.473	25.578	25.683	25.788	25.893	25.998	26.103	26.208	26.313	26.418	26.523	26.628	26.733	26.838	26.943	27.048	27.153	27.258	27.363	27.468	27.573	27.678	27.783	27.888	27.993	28.098	28.203	28.308	28.413	28.518	28.623	28.728
211	lab	N3936820	N7852858	30.166664	0.7333333333	30	lab N3936820	9.167	9.377	9.587	9.797	10.007	10.217	10.427	10.637	10.847	11.057	11.267	11.477	11.687	11.897	12.107	12.317	12.527	12.737	12.947	13.157	13.367	13.577	13.787	13.997	14.207	14.417	14.627	14.837	15.047	15.257	15.467	15.677	15.887	16.097	16.307	16.517	16.727	16.937	17.147	17.357	17.567	17.777	17.987	18.197	18.407	18.617	18.827	19.037	19.247	19.457	19.667	19.877	20.087	20.297	20.507	20.717	20.927	21.137	21.347	21.557	21.767	21.977	22.187	22.397	22.607	22.817	23.027	23.237	23.447	23.657	23.867	24.077	24.287	24.497	24.707	24.917	25.127	25.337	25.547	25.757	25.967	26.177	26.387	26.597	26.807	27.017	27.227	27.437	27.647	27.857	28.067	28.277	28.487	28.697	28.907	29.117	29.327	29.537	29.747	29.957
212	lab	N1930098	N1501992	29.0	0.8888888889	9	lab N1930098	12.75	12.912	13.075	13.238	13.4	13.562	13.725	13.888	14.05	14.212	14.375	14.538	14.7	14.862	15.025	15.188	15.35	15.512	15.675	15.838	16.0	16.163	16.325	16.488	16.65	16.812	16.975	17.138	17.3	17.462	17.625	17.788	17.95	18.112	18.275	18.438	18.6	18.762	18.925	19.088	19.25	19.412	19.575	19.738	19.9	20.062	20.225	20.388	20.55	20.712	20.875	21.038	21.2	21.362	21.525	21.688	21.85	22.013	22.175	22.338	22.5	22.662	22.825	22.988	23.15	23.312	23.475	23.638	23.8	23.962	24.125	24.288	24.45	24.612	24.775	24.938	25.1	25.263	25.425	25.588	25.75	25.912	26.075	26.238	26.4	26.562	26.725	26.888	27.05	27.212	27.375	27.538	27.7	27.862	28.025	28.188	28.35	28.512	28.675	28.838
164	lab	N63617	N242960	23.7	0.0	17	lab N63617	7.0	7.167	7.334	7.501	7.668	7.835	8.002	8.169	8.336	8.503	8.67	8.837	9.004	9.171	9.338	9.505	9.672	9.839	10.006	10.173	10.34	10.507	10.674	10.841	11.008	11.175	11.342	11.509	11.676	11.843	12.01	12.177	12.344	12.511	12.678	12.845	13.012	13.179	13.346	13.513	13.68	13.847	14.014	14.181	14.348	14.515	14.682	14.849	15.016	15.183	15.35	15.517	15.684	15.851	16.018	16.185	16.352	16.519	16.686	16.853	17.02	17.187	17.354	17.521	17.688	17.855	18.022	18.189	18.356	18.523	18.69	18.857	19.024	19.191	19.358	19.525	19.692	19.859	20.026	20.193	20.36	20.527	20.694	20.861	21.028	21.195	21.362	21.529	21.696	21.863	22.03	22.197	22.364	22.531	22.698	22.865	23.032	23.199	23.366	23.533
144	lab	N7839123	N4211456	25.0	0.0	20	lab N7839123	5.0	5.2	5.4	5.6	5.8	6.0	6.2	6.4	6.6	6.8	7.0	7.2	7.4	7.6	7.8	8.0	8.2	8.4	8.6	8.8	9.0	9.2	9.4	9.6	9.8	10.0	10.2	10.4	10.6	10.8	11.0	11.2	11.4	11.6	11.8	12.0	12.2	12.4	12.6	12.8	13.0	13.2	13.4	13.6	13.8	14.0	14.2	14.4	14.6	14.8	15.0	15.2	15.4	15.6	15.8	16.0	16.2	16.4	16.6	16.8	17.0	17.2	17.4	17.6	17.8	18.0	18.2	18.4	18.6	18.8	19.0	19.2	19.4	19.6	19.8	20.0	20.2	20.4	20.6	20.8	21.0	21.2	21.4	21.6	21.8	22.0	22.2	22.4	22.6	22.8	23.0	23.2	23.4	23.6	23.8	24.0	24.2	24.4	24.6	24.8
214	lab	N5408887	N441665	31.2	0.0	1	lab N5408887	10.6	10.806	11.012	11.218	11.424	11.63	11.836	12.042	12.248	12.454	12.66	12.866	13.072	13.278	13.484	13.69	13.896	14.102	14.308	14.514	14.72	14.926	15.132	15.338	15.544	15.75	15.956	16.162	16.368	16.574	16.78	16.986	17.192	17.398	17.604	17.81	18.016	18.222	18.428	18.634	18.84	19.046	19.252	19.458	19.664	19.87	20.076	20.282	20.488	20.694	20.9	21.106	21.312	21.518	21.724	21.93	22.136	22.342	22.548	22.754	22.96	23.166	23.372	23.578	23.784	23.99	24.196	24.402	24.608	24.814	25.02	25.226	25.432	25.638	25.844	26.05	26.256	26.462	26.668	26.874	27.08	27.286	27.492	27.698	27.904	28.11	28.316	28.522	28.728	28.934	29.14	29.346	29.552	29.758	29.964	30.17	30.376	30.582	30.788	30.994
179	lab	N5745806	N7444307	25.11111	0.0322580645	31	lab N5745806	4.333	4.541	4.749	4.957	5.164	5.372	5.58	5.788	5.996	6.203	6.411	6.619	6.827	7.034	7.242	7.45	7.658	7.866	8.073	8.281	8.489	8.697	8.904	9.112	9.32	9.528	9.736	9.943	10.151	10.359	10.567	10.774	10.982	11.19	11.398	11.606	11.813	12.021	12.229	12.437	12.644	12.852	13.06	13.268	13.476	13.683	13.891	14.099	14.307	14.514	14.722	14.93	15.138	15.346	15.553	15.761	15.969	16.177	16.384	16.592	16.8	17.008	17.216	17.423	17.631	17.839	18.047	18.254	18.462	18.67	18.878	19.086	19.293	19.501	19.709	19.917	20.124	20.332	20.54	20.748	20.956	21.163	21.371	21.579	21.787	21.994	22.202	22.41	22.618	22.826	23.033	23.241	23.449	23.657	23.864	24.072	24.28	24.488	24.696	24.903
190	lab	N3878758	N3706462	27.2	0.0	6	lab N3878758	8.6	8.786	8.972	9.158	9.344	9.53	9.716	9.902	10.088	10.274	10.46	10.646	10.832	11.018	11.204	11.39	11.576	11.762	11.948	12.134	12.32	12.506	12.692	12.878	13.064	13.25	13.436	13.622	13.808	13.994	14.18	14.366	14.552	14.738	14.924	15.11	15.296	15.482	15.668	15.854	16.04	16.226	16.412	16.598	16.784	16.97	17.156	17.342	17.528	17.714	17.9	18.086	18.272	18.458	18.644	18.83	19.016	19.202	19.388	19.574	19.76	19.946	20.132	20.318	20.504	20.69	20.876	21.062	21.248	21.434	21.62	21.806	21.992	22.178	22.364	22.55	22.736	22.922	23.108	23.294	23.48	23.666	23.852	24.038	24.224	24.41	24.596	24.782	24.968	25.154	25.34	25.526	25.712	25.898	26.084	26.27	26.456	26.642	26.828	27.014
189	lab	N3878758	N8861539	25.6	0.0	6	lab N3878758	3.6	3.82	4.04	4.26	4.48	4.7	4.92	5.14	5.36	5.58	5.8	6.02	6.24	6.46	6.68	6.9	7.12	7.34	7.56	7.78	8.0	8.22	8.44	8.66	8.88	9.1	9.32	9.54	9.76	9.98	10.2	10.42	10.64	10.86	11.08	11.3	11.52	11.74	11.96	12.18	12.4	12.62	12.84	13.06	13.28	13.5	13.72	13.94	14.16	14.38	14.6	14.82	15.04	15.26	15.48	15.7	15.92	16.14	16.36	16.58	16.8	17.02	17.24	17.46	17.68	17.9	18.12	18.34	18.56	18.78	19.0	19.22	19.44	19.66	19.88	20.1	20.32	20.54	20.76	20.98	21.2	21.42	21.64	21.86	22.08	22.3	22.52	22.74	22.96	23.18	23.4	23.62	23.84	24.06	24.28	24.5	24.72	24.94	25.16	25.38
188	lab	N3878758	N6463419	24.8	1.0	6	lab N3878758	3.2	3.416	3.632	3.848	4.064	4.28	4.496	4.712	4.928	5.144	5.36	5.576	5.792	6.008	6.224	6.44	6.656	6.872	7.088	7.304	7.52	7.736	7.952	8.168	8.384	8.6	8.816	9.032	9.248	9.464	9.68	9.896	10.112	10.328	10.544	10.76	10.976	11.192	11.408	11.624	11.84	12.056	12.272	12.488	12.704	12.92	13.136	13.352	13.568	13.784	14.0	14.216	14.432	14.648	14.864	15.08	15.296	15.512	15.728	15.944	16.16	16.376	16.592	16.808	17.024	17.24	17.456	17.672	17.888	18.104	18.32	18.536	18.752	18.968	19.184	19.4	19.616	19.832	20.048	20.264	20.48	20.696	20.912	21.128	21.344	21.56	21.776	21.992	22.208	22.424	22.64	22.856	23.072	23.288	23.504	23.72	23.936	24.152	24.368	24.584
215	lab	N5408887	N5399461	34.0	1.0	1	lab N5408887	11.8	12.022	12.244	12.466	12.688	12.91	13.132	13.354	13.576	13.798	14.02	14.242	14.464	14.686	14.908	15.13	15.352	15.574	15.796	16.018	16.24	16.462	16.684	16.906	17.128	17.35	17.572	17.794	18.016	18.238	18.46	18.682	18.904	19.126	19.348	19.57	19.792	20.014	20.236	20.458	20.68	20.902	21.124	21.346	21.568	21.79	22.012	22.234	22.456	22.678	22.9	23.122	23.344	23.566	23.788	24.01	24.232	24.454	24.676	24.898	25.12	25.342	25.564	25.786	26.008	26.23	26.452	26.674	26.896	27.118	27.34	27.562	27.784	28.006	28.228	28.45	28.672	28.894	29.116	29.338	29.56	29.782	30.004	30.226	30.448	30.67	30.892	31.114	31.336	31.558	31.78	32.002	32.224	32.446	32.668	32.89	33.112	33.334	33.556	33.778
213	lab	N1930098	N2539902	33.0	0.11111111109999999	9	lab N1930098	7.0	7.26	7.52	7.78	8.04	8.3	8.56	8.82	9.08	9.34	9.6	9.86	10.12	10.38	10.64	10.9	11.16	11.42	11.68	11.94	12.2	12.46	12.72	12.98	13.24	13.5	13.76	14.02	14.28	14.54	14.8	15.06	15.32	15.58	15.84	16.1	16.36	16.62	16.88	17.14	17.4	17.66	17.92	18.18	18.44	18.7	18.96	19.22	19.48	19.74	20.0	20.26	20.52	20.78	21.04	21.3	21.56	21.82	22.08	22.34	22.6	22.86	23.12	23.38	23.64	23.9	24.16	24.42	24.68	24.94	25.2	25.46	25.72	25.98	26.24	26.5	26.76	27.02	27.28	27.54	27.8	28.06	28.32	28.58	28.84	29.1	29.36	29.62	29.88	30.14	30.4	30.66	30.92	31.18	31.44	31.7	31.96	32.22	32.48	32.74
206	lab	N9798875	N5984201	28.0	1.0	5	lab N9798875	9.4	9.586	9.772	9.958	10.144	10.33	10.516	10.702	10.888	11.074	11.26	11.446	11.632	11.818	12.004	12.19	12.376	12.562	12.748	12.934	13.12	13.306	13.492	13.678	13.864	14.05	14.236	14.422	14.608	14.794	14.98	15.166	15.352	15.538	15.724	15.91	16.096	16.282	16.468	16.654	16.84	17.026	17.212	17.398	17.584	17.77	17.956	18.142	18.328	18.514	18.7	18.886	19.072	19.258	19.444	19.63	19.816	20.002	20.188	20.374	20.56	20.746	20.932	21.118	21.304	21.49	21.676	21.862	22.048	22.234	22.42	22.606	22.792	22.978	23.164	23.35	23.536	23.722	23.908	24.094	24.28	24.466	24.652	24.838	25.024	25.21	25.396	25.582	25.768	25.954	26.14	26.326	26.512	26.698	26.884	27.07	27.256	27.442	27.628	27.814
178	lab	N5745806	N9798875	24.222223	0.0	31	lab N5745806	8.667	8.822	8.978	9.133	9.289	9.444	9.6	9.756	9.911	10.067	10.222	10.378	10.533	10.689	10.844	11.0	11.156	11.311	11.467	11.622	11.778	11.933	12.089	12.244	12.4	12.556	12.711	12.867	13.022	13.178	13.333	13.489	13.644	13.8	13.956	14.111	14.267	14.422	14.578	14.733	14.889	15.044	15.2	15.356	15.511	15.667	15.822	15.978	16.133	16.289	16.444	16.6	16.756	16.911	17.067	17.222	17.378	17.533	17.689	17.844	18.0	18.156	18.311	18.467	18.622	18.778	18.933	19.089	19.244	19.4	19.556	19.711	19.867	20.022	20.178	20.333	20.489	20.644	20.8	20.956	21.111	21.267	21.422	21.578	21.733	21.889	22.044	22.2	22.356	22.511	22.667	22.822	22.978	23.133	23.289	23.444	23.6	23.756	23.911	24.067
202	lab	N7646124	N1142105	28.285713	0.0	17	lab N7646124	14.571	14.709	14.846	14.983	15.12	15.257	15.394	15.531	15.669	15.806	15.943	16.08	16.217	16.354	16.491	16.629	16.766	16.903	17.04	17.177	17.314	17.451	17.589	17.726	17.863	18.0	18.137	18.274	18.411	18.549	18.686	18.823	18.96	19.097	19.234	19.371	19.509	19.646	19.783	19.92	20.057	20.194	20.331	20.469	20.606	20.743	20.88	21.017	21.154	21.291	21.429	21.566	21.703	21.84	21.977	22.114	22.251	22.389	22.526	22.663	22.8	22.937	23.074	23.211	23.349	23.486	23.623	23.76	23.897	24.034	24.171	24.309	24.446	24.583	24.72	24.857	24.994	25.131	25.269	25.406	25.543	25.68	25.817	25.954	26.091	26.229	26.366	26.503	26.64	26.777	26.914	27.051	27.189	27.326	27.463	27.6	27.737	27.874	28.011	28.149
166	lab	N63617	N6241308	24.5	0.0	17	lab N63617	3.5	3.71	3.92	4.13	4.34	4.55	4.76	4.97	5.18	5.39	5.6	5.81	6.02	6.23	6.44	6.65	6.86	7.07	7.28	7.49	7.7	7.91	8.12	8.33	8.54	8.75	8.96	9.17	9.38	9.59	9.8	10.01	10.22	10.43	10.64	10.85	11.06	11.27	11.48	11.69	11.9	12.11	12.32	12.53	12.74	12.95	13.16	13.37	13.58	13.79	14.0	14.21	14.42	14.63	14.84	15.05	15.26	15.47	15.68	15.89	16.1	16.31	16.52	16.73	16.94	17.15	17.36	17.57	17.78	17.99	18.2	18.41	18.62	18.83	19.04	19.25	19.46	19.67	19.88	20.09	20.3	20.51	20.72	20.93	21.14	21.35	21.56	21.77	21.98	22.19	22.4	22.61	22.82	23.03	23.24	23.45	23.66	23.87	24.08	24.29
