	world	node	child	value	prob	N	hash	dv_0.0	dv_0.01	dv_0.02	dv_0.03	dv_0.04	dv_0.05	dv_0.06	dv_0.07	dv_0.08	dv_0.09	dv_0.1	dv_0.11	dv_0.12	dv_0.13	dv_0.14	dv_0.15	dv_0.16	dv_0.17	dv_0.18	dv_0.19	dv_0.2	dv_0.21	dv_0.22	dv_0.23	dv_0.24	dv_0.25	dv_0.26	dv_0.27	dv_0.28	dv_0.29	dv_0.3	dv_0.31	dv_0.32	dv_0.33	dv_0.34	dv_0.35	dv_0.36	dv_0.37	dv_0.38	dv_0.39	dv_0.4	dv_0.41	dv_0.42	dv_0.43	dv_0.44	dv_0.45	dv_0.46	dv_0.47	dv_0.48	dv_0.49	dv_0.5	dv_0.51	dv_0.52	dv_0.53	dv_0.54	dv_0.55	dv_0.56	dv_0.57	dv_0.58	dv_0.59	dv_0.6	dv_0.61	dv_0.62	dv_0.63	dv_0.64	dv_0.65	dv_0.66	dv_0.67	dv_0.68	dv_0.69	dv_0.7	dv_0.71	dv_0.72	dv_0.73	dv_0.74	dv_0.75	dv_0.76	dv_0.77	dv_0.78	dv_0.79	dv_0.8	dv_0.81	dv_0.82	dv_0.83	dv_0.84	dv_0.85	dv_0.86	dv_0.87	dv_0.88	dv_0.89	dv_0.9	dv_0.91	dv_0.92	dv_0.93	dv_0.94	dv_0.95	dv_0.96	dv_0.97	dv_0.98	dv_0.99
71	museum	N1035050	N9773808	18.333332000000002	0.9666666667	30	museum N1035050	1.267	1.437	1.608	1.779	1.949	2.12	2.291	2.461	2.632	2.803	2.973	3.144	3.315	3.485	3.656	3.827	3.997	4.168	4.339	4.509	4.68	4.851	5.021	5.192	5.363	5.533	5.704	5.875	6.045	6.216	6.387	6.557	6.728	6.899	7.069	7.24	7.411	7.581	7.752	7.923	8.093	8.264	8.435	8.605	8.776	8.947	9.117	9.288	9.459	9.629	9.8	9.971	10.141	10.312	10.483	10.653	10.824	10.995	11.165	11.336	11.507	11.677	11.848	12.019	12.189	12.36	12.531	12.701	12.872	13.043	13.213	13.384	13.555	13.725	13.896	14.067	14.237	14.408	14.579	14.749	14.92	15.091	15.261	15.432	15.603	15.773	15.944	16.115	16.285	16.456	16.627	16.797	16.968	17.139	17.309	17.48	17.651	17.821	17.992	18.163
70	museum	N1035050	N9449477	17.8	0.033333333300000004	30	museum N1035050	4.4	4.534	4.668	4.802	4.936	5.07	5.204	5.338	5.472	5.606	5.74	5.874	6.008	6.142	6.276	6.41	6.544	6.678	6.812	6.946	7.08	7.214	7.348	7.482	7.616	7.75	7.884	8.018	8.152	8.286	8.42	8.554	8.688	8.822	8.956	9.09	9.224	9.358	9.492	9.626	9.76	9.894	10.028	10.162	10.296	10.43	10.564	10.698	10.832	10.966	11.1	11.234	11.368	11.502	11.636	11.77	11.904	12.038	12.172	12.306	12.44	12.574	12.708	12.842	12.976	13.11	13.244	13.378	13.512	13.646	13.78	13.914	14.048	14.182	14.316	14.45	14.584	14.718	14.852	14.986	15.12	15.254	15.388	15.522	15.656	15.79	15.924	16.058	16.192	16.326	16.46	16.594	16.728	16.862	16.996	17.13	17.264	17.398	17.532	17.666
108	museum	N9449477	N3228077	20.1	1.0	1	museum N9449477	2.7	2.874	3.048	3.222	3.396	3.57	3.744	3.918	4.092	4.266	4.44	4.614	4.788	4.962	5.136	5.31	5.484	5.658	5.832	6.006	6.18	6.354	6.528	6.702	6.876	7.05	7.224	7.398	7.572	7.746	7.92	8.094	8.268	8.442	8.616	8.79	8.964	9.138	9.312	9.486	9.66	9.834	10.008	10.182	10.356	10.53	10.704	10.878	11.052	11.226	11.4	11.574	11.748	11.922	12.096	12.27	12.444	12.618	12.792	12.966	13.14	13.314	13.488	13.662	13.836	14.01	14.184	14.358	14.532	14.706	14.88	15.054	15.228	15.402	15.576	15.75	15.924	16.098	16.272	16.446	16.62	16.794	16.968	17.142	17.316	17.49	17.664	17.838	18.012	18.186	18.36	18.534	18.708	18.882	19.056	19.23	19.404	19.578	19.752	19.926
110	museum	N9449477	N934578	28.9	0.0	1	museum N9449477	3.9	4.15	4.4	4.65	4.9	5.15	5.4	5.65	5.9	6.15	6.4	6.65	6.9	7.15	7.4	7.65	7.9	8.15	8.4	8.65	8.9	9.15	9.4	9.65	9.9	10.15	10.4	10.65	10.9	11.15	11.4	11.65	11.9	12.15	12.4	12.65	12.9	13.15	13.4	13.65	13.9	14.15	14.4	14.65	14.9	15.15	15.4	15.65	15.9	16.15	16.4	16.65	16.9	17.15	17.4	17.65	17.9	18.15	18.4	18.65	18.9	19.15	19.4	19.65	19.9	20.15	20.4	20.65	20.9	21.15	21.4	21.65	21.9	22.15	22.4	22.65	22.9	23.15	23.4	23.65	23.9	24.15	24.4	24.65	24.9	25.15	25.4	25.65	25.9	26.15	26.4	26.65	26.9	27.15	27.4	27.65	27.9	28.15	28.4	28.65
109	museum	N9449477	N3255322	20.9	0.0	1	museum N9449477	6.4	6.545	6.69	6.835	6.98	7.125	7.27	7.415	7.56	7.705	7.85	7.995	8.14	8.285	8.43	8.575	8.72	8.865	9.01	9.155	9.3	9.445	9.59	9.735	9.88	10.025	10.17	10.315	10.46	10.605	10.75	10.895	11.04	11.185	11.33	11.475	11.62	11.765	11.91	12.055	12.2	12.345	12.49	12.635	12.78	12.925	13.07	13.215	13.36	13.505	13.65	13.795	13.94	14.085	14.23	14.375	14.52	14.665	14.81	14.955	15.1	15.245	15.39	15.535	15.68	15.825	15.97	16.115	16.26	16.405	16.55	16.695	16.84	16.985	17.13	17.275	17.42	17.565	17.71	17.855	18.0	18.145	18.29	18.435	18.58	18.725	18.87	19.015	19.16	19.305	19.45	19.595	19.74	19.885	20.03	20.175	20.32	20.465	20.61	20.755
117	museum	N3878259	N4337909	20.5	0.9032258065000001	31	museum N3878259	2.3	2.482	2.664	2.846	3.028	3.21	3.392	3.574	3.756	3.938	4.12	4.302	4.484	4.666	4.848	5.03	5.212	5.394	5.576	5.758	5.94	6.122	6.304	6.486	6.668	6.85	7.032	7.214	7.396	7.578	7.76	7.942	8.124	8.306	8.488	8.67	8.852	9.034	9.216	9.398	9.58	9.762	9.944	10.126	10.308	10.49	10.672	10.854	11.036	11.218	11.4	11.582	11.764	11.946	12.128	12.31	12.492	12.674	12.856	13.038	13.22	13.402	13.584	13.766	13.948	14.13	14.312	14.494	14.676	14.858	15.04	15.222	15.404	15.586	15.768	15.95	16.132	16.314	16.496	16.678	16.86	17.042	17.224	17.406	17.588	17.77	17.952	18.134	18.316	18.498	18.68	18.862	19.044	19.226	19.408	19.59	19.772	19.954	20.136	20.318
138	museum	N4946088	N8559917	21.25	0.7586206897	29	museum N4946088	4.375	4.544	4.712	4.881	5.05	5.219	5.388	5.556	5.725	5.894	6.062	6.231	6.4	6.569	6.738	6.906	7.075	7.244	7.412	7.581	7.75	7.919	8.088	8.256	8.425	8.594	8.762	8.931	9.1	9.269	9.438	9.606	9.775	9.944	10.112	10.281	10.45	10.619	10.788	10.956	11.125	11.294	11.462	11.631	11.8	11.969	12.138	12.306	12.475	12.644	12.812	12.981	13.15	13.319	13.488	13.656	13.825	13.994	14.162	14.331	14.5	14.669	14.837	15.006	15.175	15.344	15.512	15.681	15.85	16.019	16.188	16.356	16.525	16.694	16.862	17.031	17.2	17.369	17.538	17.706	17.875	18.044	18.212	18.381	18.55	18.719	18.888	19.056	19.225	19.394	19.562	19.731	19.9	20.069	20.238	20.406	20.575	20.744	20.912	21.081
157	museum	N4337909	N3311969	22.75	0.9142857143	35	museum N4337909	4.375	4.559	4.742	4.926	5.11	5.294	5.478	5.661	5.845	6.029	6.212	6.396	6.58	6.764	6.948	7.131	7.315	7.499	7.682	7.866	8.05	8.234	8.418	8.601	8.785	8.969	9.152	9.336	9.52	9.704	9.888	10.071	10.255	10.439	10.622	10.806	10.99	11.174	11.358	11.541	11.725	11.909	12.093	12.276	12.46	12.644	12.828	13.011	13.195	13.379	13.562	13.746	13.93	14.114	14.298	14.481	14.665	14.849	15.032	15.216	15.4	15.584	15.768	15.951	16.135	16.319	16.502	16.686	16.87	17.054	17.238	17.421	17.605	17.789	17.972	18.156	18.34	18.524	18.708	18.891	19.075	19.259	19.442	19.626	19.81	19.994	20.178	20.361	20.545	20.729	20.912	21.096	21.28	21.464	21.648	21.831	22.015	22.199	22.382	22.566
158	museum	N4337909	N4708138	24.75	0.0857142857	35	museum N4337909	11.0	11.138	11.275	11.412	11.55	11.688	11.825	11.962	12.1	12.238	12.375	12.512	12.65	12.788	12.925	13.062	13.2	13.338	13.475	13.612	13.75	13.888	14.025	14.162	14.3	14.438	14.575	14.712	14.85	14.988	15.125	15.262	15.4	15.538	15.675	15.812	15.95	16.087	16.225	16.362	16.5	16.638	16.775	16.912	17.05	17.188	17.325	17.462	17.6	17.738	17.875	18.012	18.15	18.288	18.425	18.562	18.7	18.838	18.975	19.112	19.25	19.388	19.525	19.662	19.8	19.938	20.075	20.212	20.35	20.488	20.625	20.762	20.9	21.038	21.175	21.312	21.45	21.588	21.725	21.862	22.0	22.138	22.275	22.412	22.55	22.688	22.825	22.962	23.1	23.238	23.375	23.513	23.65	23.788	23.925	24.062	24.2	24.338	24.475	24.612
139	museum	N4946088	N2723957	22.25	0.2413793103	29	museum N4946088	10.0	10.122	10.245	10.368	10.49	10.612	10.735	10.858	10.98	11.102	11.225	11.348	11.47	11.592	11.715	11.838	11.96	12.082	12.205	12.328	12.45	12.572	12.695	12.818	12.94	13.062	13.185	13.308	13.43	13.552	13.675	13.798	13.92	14.042	14.165	14.288	14.41	14.532	14.655	14.778	14.9	15.022	15.145	15.268	15.39	15.512	15.635	15.758	15.88	16.002	16.125	16.248	16.37	16.492	16.615	16.738	16.86	16.982	17.105	17.228	17.35	17.472	17.595	17.718	17.84	17.962	18.085	18.208	18.33	18.452	18.575	18.697	18.82	18.942	19.065	19.188	19.31	19.432	19.555	19.678	19.8	19.922	20.045	20.168	20.29	20.412	20.535	20.658	20.78	20.902	21.025	21.148	21.27	21.392	21.515	21.638	21.76	21.882	22.005	22.127
169	museum	N7239905	N1666022	24.9	0.0	1	museum N7239905	8.0	8.169	8.338	8.507	8.676	8.845	9.014	9.183	9.352	9.521	9.69	9.859	10.028	10.197	10.366	10.535	10.704	10.873	11.042	11.211	11.38	11.549	11.718	11.887	12.056	12.225	12.394	12.563	12.732	12.901	13.07	13.239	13.408	13.577	13.746	13.915	14.084	14.253	14.422	14.591	14.76	14.929	15.098	15.267	15.436	15.605	15.774	15.943	16.112	16.281	16.45	16.619	16.788	16.957	17.126	17.295	17.464	17.633	17.802	17.971	18.14	18.309	18.478	18.647	18.816	18.985	19.154	19.323	19.492	19.661	19.83	19.999	20.168	20.337	20.506	20.675	20.844	21.013	21.182	21.351	21.52	21.689	21.858	22.027	22.196	22.365	22.534	22.703	22.872	23.041	23.21	23.379	23.548	23.717	23.886	24.055	24.224	24.393	24.562	24.731
167	museum	N7239905	N8235434	22.900002	1.0	1	museum N7239905	2.7	2.902	3.104	3.306	3.508	3.71	3.912	4.114	4.316	4.518	4.72	4.922	5.124	5.326	5.528	5.73	5.932	6.134	6.336	6.538	6.74	6.942	7.144	7.346	7.548	7.75	7.952	8.154	8.356	8.558	8.76	8.962	9.164	9.366	9.568	9.77	9.972	10.174	10.376	10.578	10.78	10.982	11.184	11.386	11.588	11.79	11.992	12.194	12.396	12.598	12.8	13.002	13.204	13.406	13.608	13.81	14.012	14.214	14.416	14.618	14.82	15.022	15.224	15.426	15.628	15.83	16.032	16.234	16.436	16.638	16.84	17.042	17.244	17.446	17.648	17.85	18.052	18.254	18.456	18.658	18.86	19.062	19.264	19.466	19.668	19.87	20.072	20.274	20.476	20.678	20.88	21.082	21.284	21.486	21.688	21.89	22.092	22.294	22.496	22.698
168	museum	N7239905	N2769566	24.1	0.0	1	museum N7239905	3.5	3.706	3.912	4.118	4.324	4.53	4.736	4.942	5.148	5.354	5.56	5.766	5.972	6.178	6.384	6.59	6.796	7.002	7.208	7.414	7.62	7.826	8.032	8.238	8.444	8.65	8.856	9.062	9.268	9.474	9.68	9.886	10.092	10.298	10.504	10.71	10.916	11.122	11.328	11.534	11.74	11.946	12.152	12.358	12.564	12.77	12.976	13.182	13.388	13.594	13.8	14.006	14.212	14.418	14.624	14.83	15.036	15.242	15.448	15.654	15.86	16.066	16.272	16.478	16.684	16.89	17.096	17.302	17.508	17.714	17.92	18.126	18.332	18.538	18.744	18.95	19.156	19.362	19.568	19.774	19.98	20.186	20.392	20.598	20.804	21.01	21.216	21.422	21.628	21.834	22.04	22.246	22.452	22.658	22.864	23.07	23.276	23.482	23.688	23.894
119	museum	N3878259	N2766129	23.300001	0.0322580645	31	museum N3878259	7.2	7.361	7.522	7.683	7.844	8.005	8.166	8.327	8.488	8.649	8.81	8.971	9.132	9.293	9.454	9.615	9.776	9.937	10.098	10.259	10.42	10.581	10.742	10.903	11.064	11.225	11.386	11.547	11.708	11.869	12.03	12.191	12.352	12.513	12.674	12.835	12.996	13.157	13.318	13.479	13.64	13.801	13.962	14.123	14.284	14.445	14.606	14.767	14.928	15.089	15.25	15.411	15.572	15.733	15.894	16.055	16.216	16.377	16.538	16.699	16.86	17.021	17.182	17.343	17.504	17.665	17.826	17.987	18.148	18.309	18.47	18.631	18.792	18.953	19.114	19.275	19.436	19.597	19.758	19.919	20.08	20.241	20.402	20.563	20.724	20.885	21.046	21.207	21.368	21.529	21.69	21.851	22.012	22.173	22.334	22.495	22.656	22.817	22.978	23.139
118	museum	N3878259	N5843320	21.7	0.064516129	31	museum N3878259	2.7	2.89	3.08	3.27	3.46	3.65	3.84	4.03	4.22	4.41	4.6	4.79	4.98	5.17	5.36	5.55	5.74	5.93	6.12	6.31	6.5	6.69	6.88	7.07	7.26	7.45	7.64	7.83	8.02	8.21	8.4	8.59	8.78	8.97	9.16	9.35	9.54	9.73	9.92	10.11	10.3	10.49	10.68	10.87	11.06	11.25	11.44	11.63	11.82	12.01	12.2	12.39	12.58	12.77	12.96	13.15	13.34	13.53	13.72	13.91	14.1	14.29	14.48	14.67	14.86	15.05	15.24	15.43	15.62	15.81	16.0	16.19	16.38	16.57	16.76	16.95	17.14	17.33	17.52	17.71	17.9	18.09	18.28	18.47	18.66	18.85	19.04	19.23	19.42	19.61	19.8	19.99	20.18	20.37	20.56	20.75	20.94	21.13	21.32	21.51
57	roomG	N8320789	N1625775	18.571428	0.3088235294	68	roomG N8320789	4.429	4.57	4.711	4.853	4.994	5.136	5.277	5.419	5.56	5.701	5.843	5.984	6.126	6.267	6.409	6.55	6.691	6.833	6.974	7.116	7.257	7.399	7.54	7.681	7.823	7.964	8.106	8.247	8.389	8.53	8.671	8.813	8.954	9.096	9.237	9.379	9.52	9.661	9.803	9.944	10.086	10.227	10.369	10.51	10.651	10.793	10.934	11.076	11.217	11.359	11.5	11.641	11.783	11.924	12.066	12.207	12.349	12.49	12.631	12.773	12.914	13.056	13.197	13.339	13.48	13.621	13.763	13.904	14.046	14.187	14.329	14.47	14.611	14.753	14.894	15.036	15.177	15.319	15.46	15.601	15.743	15.884	16.026	16.167	16.309	16.45	16.591	16.733	16.874	17.016	17.157	17.299	17.44	17.581	17.723	17.864	18.006	18.147	18.289	18.43
112	roomG	N5279315	N6566182	22.571428	0.0	1	roomG N5279315	5.571	5.741	5.911	6.081	6.251	6.421	6.591	6.761	6.931	7.101	7.271	7.441	7.611	7.781	7.951	8.121	8.291	8.461	8.631	8.801	8.971	9.141	9.311	9.481	9.651	9.821	9.991	10.161	10.331	10.501	10.671	10.841	11.011	11.181	11.351	11.521	11.691	11.861	12.031	12.201	12.371	12.541	12.711	12.881	13.051	13.221	13.391	13.561	13.731	13.901	14.071	14.241	14.411	14.581	14.751	14.921	15.091	15.261	15.431	15.601	15.771	15.941	16.111	16.281	16.451	16.621	16.791	16.961	17.131	17.301	17.471	17.641	17.811	17.981	18.151	18.321	18.491	18.661	18.831	19.001	19.171	19.341	19.511	19.681	19.851	20.021	20.191	20.361	20.531	20.701	20.871	21.041	21.211	21.381	21.551	21.721	21.891	22.061	22.231	22.401
111	roomG	N5279315	N2518305	20.285713	1.0	1	roomG N5279315	10.857	10.951	11.046	11.14	11.234	11.329	11.423	11.517	11.611	11.706	11.8	11.894	11.989	12.083	12.177	12.271	12.366	12.46	12.554	12.649	12.743	12.837	12.931	13.026	13.12	13.214	13.309	13.403	13.497	13.591	13.686	13.78	13.874	13.969	14.063	14.157	14.251	14.346	14.44	14.534	14.629	14.723	14.817	14.911	15.006	15.1	15.194	15.289	15.383	15.477	15.571	15.666	15.76	15.854	15.949	16.043	16.137	16.231	16.326	16.42	16.514	16.609	16.703	16.797	16.891	16.986	17.08	17.174	17.269	17.363	17.457	17.551	17.646	17.74	17.834	17.929	18.023	18.117	18.211	18.306	18.4	18.494	18.589	18.683	18.777	18.871	18.966	19.06	19.154	19.249	19.343	19.437	19.531	19.626	19.72	19.814	19.909	20.003	20.097	20.191
145	roomG	N8317607	N1983096	21.900002	0.9705882353	34	roomG N8317607	7.6	7.743	7.886	8.029	8.172	8.315	8.458	8.601	8.744	8.887	9.03	9.173	9.316	9.459	9.602	9.745	9.888	10.031	10.174	10.317	10.46	10.603	10.746	10.889	11.032	11.175	11.318	11.461	11.604	11.747	11.89	12.033	12.176	12.319	12.462	12.605	12.748	12.891	13.034	13.177	13.32	13.463	13.606	13.749	13.892	14.035	14.178	14.321	14.464	14.607	14.75	14.893	15.036	15.179	15.322	15.465	15.608	15.751	15.894	16.037	16.18	16.323	16.466	16.609	16.752	16.895	17.038	17.181	17.324	17.467	17.61	17.753	17.896	18.039	18.182	18.325	18.468	18.611	18.754	18.897	19.04	19.183	19.326	19.469	19.612	19.755	19.898	20.041	20.184	20.327	20.47	20.613	20.756	20.899	21.042	21.185	21.328	21.471	21.614	21.757
146	roomG	N8317607	N940315	23.900002	0.029411764700000002	34	roomG N8317607	13.1	13.208	13.316	13.424	13.532	13.64	13.748	13.856	13.964	14.072	14.18	14.288	14.396	14.504	14.612	14.72	14.828	14.936	15.044	15.152	15.26	15.368	15.476	15.584	15.692	15.8	15.908	16.016	16.124	16.232	16.34	16.448	16.556	16.664	16.772	16.88	16.988	17.096	17.204	17.312	17.42	17.528	17.636	17.744	17.852	17.96	18.068	18.176	18.284	18.392	18.5	18.608	18.716	18.824	18.932	19.04	19.148	19.256	19.364	19.472	19.58	19.688	19.796	19.904	20.012	20.12	20.228	20.336	20.444	20.552	20.66	20.768	20.876	20.984	21.092	21.2	21.308	21.416	21.524	21.632	21.74	21.848	21.956	22.064	22.172	22.28	22.388	22.496	22.604	22.712	22.82	22.928	23.036	23.144	23.252	23.36	23.468	23.576	23.684	23.792
26	roomG	N3215843	N3886181	14.294119	0.46031746030000004	126	roomG N3215843	2.235	2.356	2.476	2.597	2.718	2.838	2.959	3.079	3.2	3.321	3.441	3.562	3.682	3.803	3.924	4.044	4.165	4.285	4.406	4.526	4.647	4.768	4.888	5.009	5.129	5.25	5.371	5.491	5.612	5.732	5.853	5.974	6.094	6.215	6.335	6.456	6.576	6.697	6.818	6.938	7.059	7.179	7.3	7.421	7.541	7.662	7.782	7.903	8.024	8.144	8.265	8.385	8.506	8.626	8.747	8.868	8.988	9.109	9.229	9.35	9.471	9.591	9.712	9.832	9.953	10.074	10.194	10.315	10.435	10.556	10.676	10.797	10.918	11.038	11.159	11.279	11.4	11.521	11.641	11.762	11.882	12.003	12.124	12.244	12.365	12.485	12.606	12.726	12.847	12.968	13.088	13.209	13.329	13.45	13.571	13.691	13.812	13.932	14.053	14.174
25	roomG	N3215843	N9994126	13.3529415	0.5396825397	126	roomG N3215843	3.471	3.569	3.668	3.767	3.866	3.965	4.064	4.162	4.261	4.36	4.459	4.558	4.656	4.755	4.854	4.953	5.052	5.151	5.249	5.348	5.447	5.546	5.645	5.744	5.842	5.941	6.04	6.139	6.238	6.336	6.435	6.534	6.633	6.732	6.831	6.929	7.028	7.127	7.226	7.325	7.424	7.522	7.621	7.72	7.819	7.918	8.016	8.115	8.214	8.313	8.412	8.511	8.609	8.708	8.807	8.906	9.005	9.104	9.202	9.301	9.4	9.499	9.598	9.696	9.795	9.894	9.993	10.092	10.191	10.289	10.388	10.487	10.586	10.685	10.784	10.882	10.981	11.08	11.179	11.278	11.376	11.475	11.574	11.673	11.772	11.871	11.969	12.068	12.167	12.266	12.365	12.464	12.562	12.661	12.76	12.859	12.958	13.056	13.155	13.254
51	roomG	N3886181	N5279315	17.307692000000003	0.017241379299999998	58	roomG N3886181	6.385	6.494	6.603	6.712	6.822	6.931	7.04	7.149	7.258	7.368	7.477	7.586	7.695	7.805	7.914	8.023	8.132	8.242	8.351	8.46	8.569	8.678	8.788	8.897	9.006	9.115	9.225	9.334	9.443	9.552	9.662	9.771	9.88	9.989	10.098	10.208	10.317	10.426	10.535	10.645	10.754	10.863	10.972	11.082	11.191	11.3	11.409	11.518	11.628	11.737	11.846	11.955	12.065	12.174	12.283	12.392	12.502	12.611	12.72	12.829	12.938	13.048	13.157	13.266	13.375	13.485	13.594	13.703	13.812	13.922	14.031	14.14	14.249	14.358	14.468	14.577	14.686	14.795	14.905	15.014	15.123	15.232	15.342	15.451	15.56	15.669	15.778	15.888	15.997	16.106	16.215	16.325	16.434	16.543	16.652	16.762	16.871	16.98	17.089	17.198
99	roomG	N1625775	N2316202	19.8	0.0	21	roomG N1625775	15.2	15.246	15.292	15.338	15.384	15.43	15.476	15.522	15.568	15.614	15.66	15.706	15.752	15.798	15.844	15.89	15.936	15.982	16.028	16.074	16.12	16.166	16.212	16.258	16.304	16.35	16.396	16.442	16.488	16.534	16.58	16.626	16.672	16.718	16.764	16.81	16.856	16.902	16.948	16.994	17.04	17.086	17.132	17.178	17.224	17.27	17.316	17.362	17.408	17.454	17.5	17.546	17.592	17.638	17.684	17.73	17.776	17.822	17.868	17.914	17.96	18.006	18.052	18.098	18.144	18.19	18.236	18.282	18.328	18.374	18.42	18.466	18.512	18.558	18.604	18.65	18.696	18.742	18.788	18.834	18.88	18.926	18.972	19.018	19.064	19.11	19.156	19.202	19.248	19.294	19.34	19.386	19.432	19.478	19.524	19.57	19.616	19.662	19.708	19.754
50	roomG	N3886181	N413710	15.769232	0.7241379309999999	58	roomG N3886181	3.385	3.508	3.632	3.756	3.88	4.004	4.128	4.252	4.375	4.499	4.623	4.747	4.871	4.995	5.118	5.242	5.366	5.49	5.614	5.738	5.862	5.985	6.109	6.233	6.357	6.481	6.605	6.728	6.852	6.976	7.1	7.224	7.348	7.472	7.595	7.719	7.843	7.967	8.091	8.215	8.338	8.462	8.586	8.71	8.834	8.958	9.082	9.205	9.329	9.453	9.577	9.701	9.825	9.948	10.072	10.196	10.32	10.444	10.568	10.692	10.815	10.939	11.063	11.187	11.311	11.435	11.558	11.682	11.806	11.93	12.054	12.178	12.302	12.425	12.549	12.673	12.797	12.921	13.045	13.168	13.292	13.416	13.54	13.664	13.788	13.912	14.035	14.159	14.283	14.407	14.531	14.655	14.778	14.902	15.026	15.15	15.274	15.398	15.522	15.645
52	roomG	N3886181	N1443972	17.615382999999998	0.25862068969999996	58	roomG N3886181	1.769	1.928	2.086	2.245	2.403	2.562	2.72	2.878	3.037	3.195	3.354	3.512	3.671	3.829	3.988	4.146	4.305	4.463	4.622	4.78	4.938	5.097	5.255	5.414	5.572	5.731	5.889	6.048	6.206	6.365	6.523	6.682	6.84	6.998	7.157	7.315	7.474	7.632	7.791	7.949	8.108	8.266	8.425	8.583	8.742	8.9	9.058	9.217	9.375	9.534	9.692	9.851	10.009	10.168	10.326	10.485	10.643	10.802	10.96	11.118	11.277	11.435	11.594	11.752	11.911	12.069	12.228	12.386	12.545	12.703	12.862	13.02	13.178	13.337	13.495	13.654	13.812	13.971	14.129	14.288	14.446	14.605	14.763	14.922	15.08	15.238	15.397	15.555	15.714	15.872	16.031	16.189	16.348	16.506	16.665	16.823	16.982	17.14	17.298	17.457
89	roomG	N1443972	N8317607	21.09091	0.8666666667	15	roomG N1443972	1.182	1.381	1.58	1.779	1.978	2.177	2.376	2.575	2.775	2.974	3.173	3.372	3.571	3.77	3.969	4.168	4.367	4.566	4.765	4.965	5.164	5.363	5.562	5.761	5.96	6.159	6.358	6.557	6.756	6.955	7.155	7.354	7.553	7.752	7.951	8.15	8.349	8.548	8.747	8.946	9.145	9.345	9.544	9.743	9.942	10.141	10.34	10.539	10.738	10.937	11.136	11.335	11.535	11.734	11.933	12.132	12.331	12.53	12.729	12.928	13.127	13.326	13.525	13.725	13.924	14.123	14.322	14.521	14.72	14.919	15.118	15.317	15.516	15.715	15.915	16.114	16.313	16.512	16.711	16.91	17.109	17.308	17.507	17.706	17.905	18.105	18.304	18.503	18.702	18.901	19.1	19.299	19.498	19.697	19.896	20.095	20.295	20.494	20.693	20.892
88	roomG	N1443972	N7117627	20.545454	0.0	15	roomG N1443972	9.727	9.835	9.944	10.052	10.16	10.268	10.376	10.485	10.593	10.701	10.809	10.917	11.025	11.134	11.242	11.35	11.458	11.566	11.675	11.783	11.891	11.999	12.107	12.215	12.324	12.432	12.54	12.648	12.756	12.865	12.973	13.081	13.189	13.297	13.405	13.514	13.622	13.73	13.838	13.946	14.055	14.163	14.271	14.379	14.487	14.595	14.704	14.812	14.92	15.028	15.136	15.245	15.353	15.461	15.569	15.677	15.785	15.894	16.002	16.11	16.218	16.326	16.435	16.543	16.651	16.759	16.867	16.975	17.084	17.192	17.3	17.408	17.516	17.625	17.733	17.841	17.949	18.057	18.165	18.274	18.382	18.49	18.598	18.706	18.815	18.923	19.031	19.139	19.247	19.355	19.464	19.572	19.68	19.788	19.896	20.005	20.113	20.221	20.329	20.437
87	roomG	N1443972	N2654501	18.727272	0.1333333333	15	roomG N1443972	5.455	5.587	5.72	5.853	5.985	6.118	6.251	6.384	6.516	6.649	6.782	6.915	7.047	7.18	7.313	7.445	7.578	7.711	7.844	7.976	8.109	8.242	8.375	8.507	8.64	8.773	8.905	9.038	9.171	9.304	9.436	9.569	9.702	9.835	9.967	10.1	10.233	10.365	10.498	10.631	10.764	10.896	11.029	11.162	11.295	11.427	11.56	11.693	11.825	11.958	12.091	12.224	12.356	12.489	12.622	12.755	12.887	13.02	13.153	13.285	13.418	13.551	13.684	13.816	13.949	14.082	14.215	14.347	14.48	14.613	14.745	14.878	15.011	15.144	15.276	15.409	15.542	15.675	15.807	15.94	16.073	16.205	16.338	16.471	16.604	16.736	16.869	17.002	17.135	17.267	17.4	17.533	17.665	17.798	17.931	18.064	18.196	18.329	18.462	18.595
56	roomG	N8320789	N3398689	16.285715	0.6911764706	68	roomG N8320789	8.571	8.649	8.726	8.803	8.88	8.957	9.034	9.111	9.189	9.266	9.343	9.42	9.497	9.574	9.651	9.729	9.806	9.883	9.96	10.037	10.114	10.191	10.269	10.346	10.423	10.5	10.577	10.654	10.731	10.809	10.886	10.963	11.04	11.117	11.194	11.271	11.349	11.426	11.503	11.58	11.657	11.734	11.811	11.889	11.966	12.043	12.12	12.197	12.274	12.351	12.429	12.506	12.583	12.66	12.737	12.814	12.891	12.969	13.046	13.123	13.2	13.277	13.354	13.431	13.509	13.586	13.663	13.74	13.817	13.894	13.971	14.049	14.126	14.203	14.28	14.357	14.434	14.511	14.589	14.666	14.743	14.82	14.897	14.974	15.051	15.129	15.206	15.283	15.36	15.437	15.514	15.591	15.669	15.746	15.823	15.9	15.977	16.054	16.131	16.209
